treatment,age,education,black,hispanic,married,RE74,RE75,change_earnings,pos74,pos75
0.0,19.0,12.0,0.0,0.0,1.0,1154.0081,8593.5484,25445.0699,1,1
0.0,48.0,16.0,0.0,0.0,1.0,1240.2159,1466.2742,-87.58919999999989,1,1
0.0,48.0,16.0,0.0,0.0,1.0,1240.2159,1466.2742,-87.58919999999989,1,1
0.0,22.0,12.0,1.0,0.0,1.0,1269.6049,0.0,-1269.6049,1,0
0.0,20.0,12.0,1.0,0.0,0.0,1367.5682,12532.258,1587.8849000000002,1,1
0.0,24.0,17.0,0.0,0.0,1.0,1371.4868,0.0,23454.3192,1,0
0.0,27.0,16.0,0.0,0.0,1.0,1469.4501,1253.2258,2894.2765,1,1
0.0,21.0,14.0,0.0,0.0,0.0,1506.6762,2685.4839,9576.272799999999,1,1
0.0,53.0,13.0,0.0,0.0,1.0,1567.4134,3938.7097,3161.3116000000005,1,1
0.0,53.0,13.0,0.0,0.0,1.0,1567.4134,3938.7097,3161.3116000000005,1,1
0.0,53.0,16.0,0.0,0.0,1.0,1665.3768,0.0,1290.0763000000002,1,0
0.0,22.0,15.0,0.0,0.0,1.0,1763.3401,5370.9677,20402.558899999996,1,1
0.0,21.0,15.0,0.0,0.0,0.0,1763.3401,9667.7419,2374.2943,1,1
0.0,30.0,12.0,0.0,0.0,1.0,1959.2668,1790.3226,-481.54020000000014,1,1
0.0,21.0,12.0,1.0,0.0,0.0,1959.2668,5460.4839,-806.6401000000001,1,1
0.0,27.0,16.0,0.0,0.0,1.0,1959.2668,17545.161,19467.7682,1,1
0.0,22.0,15.0,0.0,0.0,0.0,1967.1039,2864.5161,3057.1665000000003,1,1
0.0,22.0,12.0,1.0,0.0,1.0,2006.2892,2470.6452,-2006.2892,1,1
0.0,23.0,13.0,0.0,0.0,1.0,2155.1935,5370.9677,9223.301500000001,1,1
0.0,33.0,12.0,0.0,0.0,1.0,2351.1202,0.0,419.61709999999994,1,0
0.0,24.0,13.0,0.0,0.0,0.0,2351.1202,3127.6935,12426.145800000002,1,1
0.0,20.0,12.0,1.0,0.0,0.0,2351.1202,4475.8065,15381.598799999998,1,1
0.0,22.0,16.0,0.0,0.0,0.0,2351.1202,23274.194,23509.0948,1,1
0.0,19.0,12.0,0.0,0.0,1.0,2547.0468,10741.935,-2547.0468,1,1
0.0,22.0,15.0,0.0,0.0,1.0,2547.0468,17187.096999999998,23313.1682,1,1
0.0,43.0,14.0,0.0,0.0,1.0,2645.0102,0.0,4347.592000000001,1,0
0.0,39.0,12.0,0.0,0.0,1.0,2742.9735,7161.2903,9078.8395,1,1
0.0,28.0,12.0,1.0,0.0,0.0,2938.9002,2864.5161,-2938.9002,1,1
0.0,19.0,14.0,0.0,0.0,0.0,2938.9002,3222.5806,-2938.9002,1,1
0.0,26.0,17.0,0.0,0.0,1.0,2938.9002,12532.258,20704.7248,1,1
0.0,18.0,12.0,0.0,0.0,1.0,3134.8269,11100.0,17553.3451,1,1
0.0,23.0,15.0,0.0,0.0,1.0,3320.9572,2506.4516,6653.6972,1,1
0.0,24.0,12.0,1.0,0.0,0.0,3330.7536,4654.8387,8491.0594,1,1
0.0,27.0,12.0,0.0,0.0,1.0,3526.6802,0.0,2384.2261,1,0
0.0,29.0,17.0,0.0,0.0,1.0,3526.6802,15217.742,20855.8078,1,1
0.0,22.0,12.0,1.0,0.0,0.0,3579.5804,17133.387,8242.2326,1,1
0.0,27.0,12.0,0.0,0.0,1.0,3722.6069,254.22581,-2632.0447000000004,1,1
0.0,27.0,15.0,0.0,0.0,1.0,3722.6069,4654.8387,15487.838099999999,1,1
0.0,20.0,12.0,1.0,0.0,0.0,3730.444,8951.6129,9569.095,1,1
0.0,27.0,12.0,1.0,0.0,1.0,3918.5336,1994.4194,13814.185399999997,1,1
0.0,23.0,12.0,1.0,0.0,1.0,3918.5336,2864.5161,4947.825799999999,1,1
0.0,23.0,12.0,1.0,0.0,1.0,3918.5336,11637.097,5834.461799999999,1,1
0.0,22.0,12.0,0.0,0.0,1.0,3918.5336,15396.774,35980.08439999999,1,1
0.0,31.0,12.0,1.0,0.0,1.0,3918.5336,18440.323,21055.0454,1,1
0.0,26.0,17.0,0.0,0.0,0.0,4173.2383,11637.097,5284.2118,1,1
0.0,20.0,12.0,0.0,0.0,1.0,4310.387,0.0,122.79269999999997,1,0
0.0,30.0,17.0,0.0,0.0,1.0,4310.387,4296.7742,18165.834000000003,1,1
0.0,42.0,16.0,0.0,0.0,0.0,4398.554,17903.226000000002,11856.438,1,1
0.0,21.0,14.0,0.0,0.0,1.0,4506.3136,9309.6774,18546.2214,1,1
0.0,25.0,16.0,0.0,0.0,1.0,4604.277,2954.0323,-4604.277,1,1
0.0,27.0,15.0,0.0,0.0,1.0,4702.2403,0.0,-4702.2403,1,0
0.0,26.0,17.0,0.0,0.0,1.0,4702.2403,19693.548,21896.837699999996,1,1
0.0,29.0,16.0,0.0,0.0,1.0,4800.2037,17187.096999999998,18843.4213,1,1
0.0,20.0,12.0,0.0,0.0,0.0,4811.9593,716.12903,-4811.9593,1,1
0.0,52.0,12.0,0.0,0.0,1.0,4898.167,0.0,-4898.167,1,0
0.0,23.0,17.0,0.0,0.0,0.0,4898.167,2148.3871,29089.544,1,1
0.0,21.0,14.0,0.0,0.0,1.0,4898.167,7161.2903,12243.461,1,1
0.0,24.0,16.0,0.0,0.0,0.0,4898.167,8951.6129,12834.551999999996,1,1
0.0,30.0,17.0,0.0,0.0,1.0,4898.167,12084.677,273.8759999999993,1,1
0.0,25.0,17.0,0.0,0.0,0.0,4996.1303,17414.468,34.051000000000386,1,1
0.0,21.0,12.0,0.0,0.0,1.0,5094.0937,6803.2258,2294.5391999999993,1,1
0.0,28.0,12.0,0.0,0.0,1.0,5094.0937,10741.935,3920.0384000000004,1,1
0.0,20.0,12.0,0.0,0.0,1.0,5182.2607,6266.129,10061.9663,1,1
0.0,36.0,16.0,0.0,0.0,0.0,5290.0204,4833.871,29.79529999999977,1,1
0.0,19.0,12.0,1.0,0.0,0.0,5387.9837,8056.4516,6729.3743,1,1
0.0,21.0,12.0,1.0,0.0,1.0,5868.0041,3043.5484,4180.536899999999,1,1
0.0,47.0,12.0,0.0,0.0,1.0,5868.0041,9513.7742,-548.1884,1,1
0.0,24.0,16.0,0.0,0.0,1.0,5877.8004,4833.871,28109.910600000003,1,1
0.0,24.0,12.0,1.0,0.0,1.0,5877.8004,8951.6129,11854.918599999997,1,1
0.0,25.0,17.0,0.0,0.0,1.0,5877.8004,10562.903,24223.4896,1,1
0.0,21.0,16.0,0.0,0.0,1.0,5877.8004,10562.903,11116.0556,1,1
0.0,31.0,12.0,1.0,0.0,1.0,5877.8004,11064.194,10081.6466,1,1
0.0,26.0,14.0,0.0,0.0,1.0,5877.8004,13427.419,25154.457599999998,1,1
0.0,22.0,12.0,1.0,0.0,0.0,5891.5153,10367.758,-128.3816999999999,1,1
0.0,20.0,13.0,1.0,0.0,0.0,5897.3931,12532.258,8879.872900000002,1,1
0.0,20.0,13.0,0.0,1.0,1.0,6073.7271,10025.806,21264.214900000003,1,1
0.0,27.0,14.0,0.0,0.0,1.0,6269.6538,0.0,19738.334199999998,1,0
0.0,26.0,12.0,0.0,0.0,0.0,6269.6538,11637.097,4074.4321999999993,1,1
0.0,23.0,17.0,0.0,0.0,1.0,6367.6171,5370.9677,-6367.6171,1,1
0.0,23.0,12.0,1.0,0.0,0.0,6494.9694,12532.258,7691.205599999999,1,1
0.0,22.0,12.0,1.0,0.0,0.0,6583.1365,4475.8065,-6583.1365,1,1
0.0,21.0,12.0,1.0,0.0,0.0,6661.5071,11458.065,4547.048900000001,1,1
0.0,21.0,12.0,0.0,0.0,1.0,6661.5071,12532.258,18459.844900000004,1,1
0.0,28.0,14.0,0.0,0.0,1.0,6739.8778,7877.4194,7002.9792,1,1
0.0,27.0,12.0,1.0,0.0,1.0,6855.4745,0.0,1419.7942999999996,1,0
0.0,25.0,14.0,0.0,0.0,0.0,6857.4338,1790.3226,-6857.4338,1,1
0.0,30.0,12.0,0.0,0.0,1.0,6857.4338,3222.5806,-3606.4352999999996,1,1
0.0,27.0,13.0,1.0,0.0,1.0,6857.4338,4096.2581,17656.572200000002,1,1
0.0,22.0,13.0,0.0,0.0,0.0,6857.4338,6266.129,10505.853200000001,1,1
0.0,23.0,16.0,0.0,0.0,1.0,6857.4338,14143.548,15308.465199999999,1,1
0.0,24.0,12.0,1.0,0.0,1.0,6857.4338,14322.581,19741.6442,1,1
0.0,19.0,13.0,0.0,0.0,0.0,6857.4338,15217.742,10875.285199999998,1,1
0.0,21.0,14.0,0.0,0.0,1.0,6974.9898,11407.935,10166.638200000001,1,1
0.0,29.0,17.0,0.0,0.0,1.0,7053.3605,7161.2903,1812.9988999999996,1,1
0.0,27.0,16.0,0.0,0.0,1.0,7053.3605,11637.097,18067.991500000004,1,1
0.0,28.0,15.0,0.0,0.0,1.0,7249.2872,15217.742,1912.6176000000005,1,1
0.0,26.0,12.0,0.0,0.0,1.0,7406.0285,0.0,-4450.5754,1,0
0.0,54.0,12.0,0.0,0.0,1.0,7445.2138,0.0,-7445.2138,1,0
0.0,28.0,15.0,1.0,0.0,0.0,7445.2138,0.0,5263.235199999998,1,0
0.0,27.0,15.0,0.0,0.0,1.0,7445.2138,10741.935,11026.368199999997,1,1
0.0,26.0,13.0,0.0,0.0,0.0,7449.1324,5729.0323,2156.0903,1,1
0.0,21.0,12.0,0.0,0.0,1.0,7523.5845,7934.7097,-7523.5845,1,1
0.0,53.0,14.0,1.0,0.0,1.0,7641.1405,8421.6774,486.35569999999916,1,1
0.0,21.0,13.0,0.0,0.0,1.0,7688.1629,12743.516000000001,3394.7860999999984,1,1
0.0,22.0,13.0,0.0,0.0,0.0,7739.1039,3759.6774,8515.8881,1,1
0.0,27.0,16.0,0.0,0.0,0.0,7837.0672,0.0,-7837.0672,1,0
0.0,37.0,15.0,0.0,1.0,1.0,7837.0672,179.03226,3984.7457999999997,1,1
0.0,33.0,13.0,0.0,0.0,0.0,7837.0672,3580.6452,8417.9248,1,1
0.0,19.0,12.0,1.0,0.0,0.0,7837.0672,3759.6774,-4142.7508,1,1
0.0,28.0,12.0,0.0,0.0,1.0,7837.0672,4475.8065,7826.8348,1,1
0.0,32.0,12.0,1.0,0.0,1.0,7837.0672,5370.9677,1029.292199999999,1,1
0.0,24.0,12.0,0.0,0.0,0.0,7837.0672,5370.9677,-1926.1609000000008,1,1
0.0,22.0,12.0,0.0,0.0,0.0,7837.0672,7497.871,9895.651799999996,1,1
0.0,20.0,12.0,1.0,0.0,1.0,7837.0672,8951.6129,12851.104799999997,1,1
0.0,23.0,12.0,0.0,0.0,1.0,7837.0672,8951.6129,4221.181799999999,1,1
0.0,27.0,12.0,1.0,0.0,1.0,7837.0672,8951.6129,-5626.3882,1,1
0.0,23.0,12.0,1.0,0.0,1.0,7837.0672,12532.258,14033.285799999998,1,1
0.0,19.0,12.0,0.0,1.0,1.0,7837.0672,12532.258,5462.471799999998,1,1
0.0,27.0,14.0,0.0,0.0,0.0,7837.0672,14322.581,8417.9248,1,1
0.0,22.0,16.0,0.0,0.0,1.0,7837.0672,16112.903,8417.9248,1,1
0.0,42.0,12.0,0.0,0.0,1.0,7837.0672,16112.903,7679.061799999999,1,1
0.0,20.0,13.0,0.0,0.0,0.0,7837.0672,17491.452,-5620.4773000000005,1,1
0.0,29.0,13.0,0.0,0.0,0.0,7958.5418,0.0,-7958.5418,1,0
0.0,23.0,12.0,1.0,0.0,1.0,7993.8086,13427.419,-3560.6289000000006,1,1
0.0,19.0,12.0,0.0,0.0,1.0,8054.5458,9309.6774,3909.128199999999,1,1
0.0,21.0,12.0,1.0,0.0,1.0,8150.5499,13092.628999999999,2432.928100000001,1,1
0.0,26.0,12.0,0.0,0.0,1.0,8228.9206,13606.452,3740.6643999999997,1,1
0.0,21.0,16.0,0.0,0.0,0.0,8228.9206,22379.032000000003,19109.021400000005,1,1
0.0,24.0,12.0,1.0,0.0,1.0,8275.943,15416.468,59.912600000001476,1,1
0.0,29.0,12.0,0.0,0.0,1.0,8389.5804,5908.0645,6092.139599999999,1,1
0.0,26.0,12.0,1.0,0.0,1.0,8616.8554,8593.5484,1727.230599999999,1,1
0.0,23.0,14.0,1.0,0.0,1.0,8675.6334,10398.194,4328.360599999998,1,1
0.0,25.0,12.0,0.0,0.0,0.0,8683.4705,9130.6452,7128.2035,1,1
0.0,21.0,12.0,0.0,0.0,1.0,8816.7006,5729.0323,9279.539400000001,1,1
0.0,25.0,12.0,1.0,0.0,0.0,8816.7006,6266.129,1527.3853999999992,1,1
0.0,22.0,12.0,0.0,0.0,1.0,8816.7006,9939.871,6669.874400000001,1,1
0.0,22.0,12.0,0.0,0.0,1.0,8816.7006,10741.935,10837.062399999999,1,1
0.0,23.0,12.0,1.0,0.0,1.0,8816.7006,12174.194,9654.881399999998,1,1
0.0,18.0,12.0,0.0,0.0,0.0,8816.7006,14322.581,13349.198399999997,1,1
0.0,27.0,12.0,1.0,0.0,0.0,8816.7006,14322.581,10393.7444,1,1
0.0,21.0,12.0,1.0,0.0,0.0,8816.7006,14859.677,-3238.2828,1,1
0.0,25.0,12.0,0.0,0.0,1.0,8816.7006,16112.903,17782.377399999998,1,1
0.0,21.0,13.0,0.0,0.0,1.0,8816.7006,17903.226000000002,19407.877399999998,1,1
0.0,27.0,12.0,0.0,0.0,1.0,8816.7006,44758.065,-8816.7006,1,1
0.0,23.0,12.0,0.0,0.0,1.0,8840.2118,7161.2903,1576.2832000000017,1,1
0.0,21.0,12.0,0.0,0.0,1.0,8867.6415,14995.742,8865.077499999998,1,1
0.0,23.0,14.0,1.0,0.0,1.0,8934.2566,12532.258,-67.89720000000125,1,1
0.0,23.0,16.0,1.0,0.0,0.0,9012.6273,16490.661,10197.8177,1,1
0.0,31.0,17.0,0.0,0.0,1.0,9012.6273,29465.129,30804.7157,1,1
0.0,27.0,12.0,1.0,0.0,1.0,9067.4868,5370.9677,-2417.717200000001,1,1
0.0,21.0,12.0,1.0,0.0,1.0,9169.3686,7161.2903,-1780.7357000000002,1,1
0.0,23.0,12.0,1.0,0.0,1.0,9169.3686,8271.2903,1233.8264,1,1
0.0,19.0,12.0,0.0,0.0,1.0,9208.554,5550.0,2317.7129999999997,1,1
0.0,46.0,12.0,0.0,0.0,1.0,9284.9654,8504.0323,1091.6306000000004,1,1
0.0,24.0,12.0,0.0,0.0,1.0,9371.1731,2864.5161,-7154.5832,1,1
0.0,20.0,13.0,0.0,1.0,0.0,9404.4807,0.0,-1129.2119000000002,1,0
0.0,24.0,17.0,0.0,0.0,1.0,9404.4807,5370.9677,13500.281300000002,1,1
0.0,23.0,12.0,0.0,0.0,1.0,9404.4807,9130.6452,2417.3323,1,1
0.0,34.0,12.0,0.0,0.0,1.0,9404.4807,9166.4516,14070.6833,1,1
0.0,35.0,12.0,0.0,0.0,1.0,9404.4807,9313.2581,2417.3323,1,1
0.0,23.0,12.0,0.0,0.0,0.0,9404.4807,11834.032,7441.602299999999,1,1
0.0,21.0,14.0,1.0,0.0,0.0,9420.1548,5370.9677,480.6131999999998,1,1
0.0,21.0,12.0,0.0,1.0,1.0,9496.5662,8772.5806,1015.9807999999994,1,1
0.0,26.0,12.0,0.0,0.0,1.0,9561.222,0.0,3738.316999999999,1,0
0.0,23.0,13.0,0.0,0.0,1.0,9698.3707,8593.5484,13945.2543,1,1
0.0,27.0,12.0,0.0,1.0,1.0,9698.3707,11279.032,4340.031300000001,1,1
0.0,50.0,12.0,0.0,1.0,1.0,9788.4969,9846.7742,3511.0420999999988,1,1
0.0,27.0,12.0,1.0,0.0,1.0,9796.334,0.0,2025.4789999999994,1,0
0.0,25.0,12.0,0.0,0.0,1.0,9796.334,2685.4839,15325.018000000002,1,1
0.0,21.0,12.0,1.0,0.0,1.0,9796.334,4296.7742,4980.932000000001,1,1
0.0,21.0,13.0,0.0,0.0,1.0,9796.334,8593.5484,18991.256999999998,1,1
0.0,33.0,12.0,1.0,0.0,0.0,9796.334,8951.6129,-9796.334,1,1
0.0,19.0,12.0,0.0,0.0,1.0,9796.334,9846.7742,10891.837999999998,1,1
0.0,20.0,12.0,0.0,0.0,1.0,9796.334,10204.839,19462.652000000002,1,1
0.0,22.0,12.0,1.0,0.0,1.0,9796.334,10741.935,1366.4129999999986,1,1
0.0,32.0,12.0,0.0,0.0,1.0,9796.334,11458.065,2025.4789999999994,1,1
0.0,24.0,13.0,0.0,0.0,1.0,9796.334,11458.065,1729.932999999999,1,1
0.0,29.0,12.0,1.0,0.0,1.0,9796.334,12532.258,9414.110999999999,1,1
0.0,23.0,12.0,1.0,0.0,1.0,9796.334,12532.258,2025.4789999999994,1,1
0.0,26.0,14.0,0.0,0.0,1.0,9796.334,13427.419,10891.837999999998,1,1
0.0,20.0,12.0,0.0,0.0,1.0,9796.334,13427.419,917.1839999999993,1,1
0.0,27.0,12.0,1.0,0.0,1.0,9796.334,14322.581,2025.4789999999994,1,1
0.0,24.0,12.0,1.0,0.0,1.0,9796.334,14322.581,24191.377,1,1
0.0,24.0,17.0,0.0,0.0,0.0,9796.334,16112.903,27146.829999999994,1,1
0.0,21.0,13.0,0.0,0.0,0.0,9796.334,16112.903,10891.837999999998,1,1
0.0,25.0,12.0,1.0,0.0,1.0,9796.334,21483.871,-3146.564400000001,1,1
0.0,30.0,12.0,1.0,0.0,1.0,9796.334,25064.516,19758.197,1,1
0.0,26.0,12.0,1.0,0.0,0.0,9913.89,10741.935,5705.68,1,1
0.0,22.0,12.0,0.0,0.0,0.0,9951.1161,14322.581,4826.149900000002,1,1
0.0,47.0,12.0,0.0,0.0,1.0,9968.7495,10523.516000000001,1315.1705000000002,1,1
0.0,22.0,12.0,0.0,0.0,0.0,9992.2607,15754.839,9957.048299999997,1,1
0.0,31.0,12.0,1.0,0.0,1.0,10188.187,8951.6129,-582.9642999999996,1,1
0.0,35.0,12.0,0.0,0.0,1.0,10188.187,9309.6774,1633.6260000000002,1,1
0.0,49.0,12.0,0.0,0.0,1.0,10231.291,11082.097,-3693.828599999999,1,1
0.0,25.0,13.0,1.0,0.0,0.0,10246.965,15396.774,2239.8250000000007,1,1
0.0,23.0,12.0,0.0,0.0,1.0,10290.069,10562.903,-1069.0551999999989,1,1
0.0,25.0,17.0,0.0,0.0,1.0,10384.114,22004.855,39045.840000000004,1,1
0.0,23.0,16.0,0.0,0.0,1.0,10384.114,26854.839,1437.6990000000005,1,1
0.0,34.0,17.0,0.0,0.0,0.0,10580.041000000001,7161.2903,-4669.134700000001,1,1
0.0,21.0,12.0,0.0,0.0,1.0,10580.041000000001,8056.4516,1537.316999999999,1,1
0.0,27.0,12.0,1.0,0.0,0.0,10623.145,3222.5806,-1756.785600000001,1,1
0.0,23.0,12.0,0.0,0.0,1.0,10775.966999999999,5370.9677,1045.8460000000014,1,1
0.0,23.0,12.0,0.0,0.0,1.0,10775.966999999999,7161.2903,6217.889000000001,1,1
0.0,32.0,17.0,0.0,0.0,0.0,10775.966999999999,7161.2903,-10775.966999999999,1,1
0.0,27.0,12.0,1.0,0.0,1.0,10775.966999999999,8951.6129,-3239.561499999999,1,1
0.0,24.0,12.0,1.0,0.0,0.0,10775.966999999999,9309.6774,-2500.698199999999,1,1
0.0,34.0,12.0,0.0,0.0,1.0,10775.966999999999,11637.097,3410.2080000000005,1,1
0.0,29.0,12.0,0.0,0.0,1.0,10775.966999999999,12532.258,15084.248000000001,1,1
0.0,28.0,14.0,0.0,0.0,1.0,10775.966999999999,13427.419,-10775.966999999999,1,1
0.0,18.0,12.0,0.0,0.0,0.0,10775.966999999999,14322.581,10651.068000000001,1,1
0.0,20.0,12.0,1.0,0.0,0.0,10775.966999999999,16372.5,18778.564000000006,1,1
0.0,25.0,13.0,0.0,0.0,1.0,10775.966999999999,16739.516,8190.654,1,1
0.0,23.0,12.0,1.0,0.0,1.0,10775.966999999999,20481.29,18616.015000000007,1,1
0.0,26.0,17.0,0.0,0.0,1.0,10775.966999999999,29182.257999999998,24689.470999999998,1,1
0.0,24.0,12.0,0.0,0.0,0.0,10873.931,15754.839,9258.615999999998,1,1
0.0,23.0,12.0,0.0,0.0,1.0,10971.893999999998,10204.839,20060.364,1,1
0.0,23.0,16.0,0.0,0.0,0.0,10971.893999999998,18798.387,9952.714000000002,1,1
0.0,26.0,12.0,1.0,0.0,1.0,11167.821000000002,1074.1935,-2301.4616000000024,1,1
0.0,46.0,12.0,0.0,0.0,1.0,11167.821000000002,7161.2903,6564.897999999996,1,1
0.0,23.0,12.0,1.0,0.0,1.0,11167.821000000002,7812.9677,3609.4449999999997,1,1
0.0,41.0,12.0,0.0,0.0,1.0,11167.821000000002,10741.935,1245.0819999999985,1,1
0.0,19.0,12.0,0.0,0.0,1.0,11201.128,14143.548,13137.029000000002,1,1
0.0,29.0,12.0,0.0,0.0,1.0,11259.906,9041.129,15339.171999999997,1,1
0.0,24.0,12.0,1.0,0.0,0.0,11285.377,13069.355,-941.2910000000011,1,1
0.0,23.0,12.0,1.0,0.0,0.0,11328.481000000002,2685.4839,17887.650999999998,1,1
0.0,22.0,12.0,0.0,0.0,1.0,11363.747,4654.8387,1935.7919999999995,1,1
0.0,21.0,12.0,0.0,0.0,0.0,11363.747,9667.7419,1935.7919999999995,1,1
0.0,27.0,12.0,0.0,0.0,1.0,11363.747,12532.258,-7226.1125999999995,1,1
0.0,37.0,12.0,0.0,0.0,1.0,11430.363000000001,11372.128999999999,-2564.003600000002,1,1
0.0,44.0,12.0,0.0,0.0,1.0,11559.673999999999,7340.3226,16221.586,1,1
0.0,38.0,16.0,0.0,0.0,1.0,11559.673999999999,7877.4194,6173.044999999998,1,1
0.0,34.0,12.0,0.0,0.0,1.0,11755.601,0.0,66.21199999999953,1,0
0.0,49.0,12.0,0.0,0.0,0.0,11755.601,0.0,-11755.601,1,0
0.0,23.0,12.0,0.0,0.0,1.0,11755.601,0.0,5977.117999999997,1,0
0.0,28.0,14.0,1.0,0.0,1.0,11755.601,0.0,14119.391000000001,1,0
0.0,43.0,12.0,0.0,0.0,1.0,11755.601,0.0,-11460.055690000001,1,0
0.0,28.0,16.0,0.0,0.0,0.0,11755.601,6445.1613,-11755.601,1,1
0.0,29.0,12.0,1.0,0.0,1.0,11755.601,9846.7742,8932.570999999998,1,1
0.0,53.0,12.0,0.0,0.0,1.0,11755.601,9893.3226,-6583.558000000001,1,1
0.0,21.0,12.0,0.0,0.0,1.0,11755.601,10204.839,805.0750000000007,1,1
0.0,24.0,13.0,1.0,0.0,1.0,11755.601,10741.935,19341.676999999996,1,1
0.0,21.0,12.0,0.0,0.0,1.0,11755.601,10741.935,-5105.831400000001,1,1
0.0,24.0,12.0,0.0,0.0,1.0,11755.601,11074.935,1987.2559999999994,1,1
0.0,21.0,12.0,0.0,0.0,0.0,11755.601,11637.097,-1707.0600000000013,1,1
0.0,23.0,14.0,0.0,0.0,1.0,11755.601,11637.097,13365.751000000002,1,1
0.0,28.0,12.0,0.0,0.0,1.0,11755.601,12532.258,-11755.601,1,1
0.0,28.0,12.0,0.0,0.0,1.0,11755.601,12532.258,-11755.601,1,1
0.0,25.0,17.0,0.0,0.0,1.0,11755.601,12621.774,17207.840000000004,1,1
0.0,23.0,13.0,0.0,0.0,1.0,11755.601,13427.419,4499.391,1,1
0.0,30.0,12.0,0.0,0.0,1.0,11755.601,13635.097,14843.476999999997,1,1
0.0,23.0,12.0,0.0,0.0,1.0,11755.601,13785.483999999999,2430.5739999999987,1,1
0.0,26.0,12.0,0.0,0.0,1.0,11755.601,14322.581,8932.570999999998,1,1
0.0,21.0,12.0,1.0,0.0,1.0,11755.601,14322.581,4499.391,1,1
0.0,26.0,12.0,0.0,0.0,1.0,11755.601,14322.581,5977.117999999997,1,1
0.0,25.0,12.0,1.0,0.0,1.0,11755.601,14322.581,9671.434,1,1
0.0,22.0,12.0,0.0,0.0,1.0,11755.601,14465.806,6346.550000000001,1,1
0.0,28.0,16.0,0.0,0.0,1.0,11755.601,15217.742,8932.570999999998,1,1
0.0,22.0,13.0,1.0,0.0,1.0,11755.601,15217.742,-11755.601,1,1
0.0,24.0,16.0,0.0,0.0,1.0,11755.601,16112.903,19276.657,1,1
0.0,27.0,15.0,1.0,0.0,0.0,11755.601,16744.887,6686.4270000000015,1,1
0.0,19.0,12.0,0.0,0.0,0.0,11755.601,19335.484,4499.391,1,1
0.0,38.0,14.0,0.0,0.0,1.0,11755.601,19693.548,-11755.601,1,1
0.0,38.0,14.0,0.0,0.0,0.0,11755.601,21483.871,-4366.968100000001,1,1
0.0,45.0,12.0,0.0,0.0,1.0,11771.275,11270.081,5051.163999999999,1,1
0.0,26.0,12.0,1.0,0.0,1.0,11775.193000000001,14150.71,4566.984999999999,1,1
0.0,31.0,16.0,0.0,0.0,1.0,11784.99,9846.7742,-6394.2435,1,1
0.0,25.0,13.0,1.0,0.0,1.0,11931.935,13824.871000000001,724.7930000000015,1,1
0.0,25.0,14.0,0.0,0.0,1.0,11973.079,14322.581,2804.1870000000017,1,1
0.0,22.0,12.0,0.0,0.0,1.0,12051.45,16025.177,1100.316999999999,1,1
0.0,36.0,12.0,0.0,0.0,1.0,12147.454,13964.516000000001,1152.0849999999991,1,1
0.0,27.0,12.0,0.0,0.0,1.0,12147.454,14322.581,7995.437,1,1
0.0,33.0,12.0,0.0,0.0,1.0,12147.454,16112.903,12235.033999999998,1,1
0.0,27.0,12.0,0.0,0.0,1.0,12147.454,23274.194,14451.623999999998,1,1
0.0,30.0,12.0,1.0,0.0,1.0,12225.825,10741.935,6736.361999999997,1,1
0.0,46.0,12.0,0.0,0.0,1.0,12343.381000000001,11637.097,-1112.6590000000015,1,1
0.0,23.0,14.0,0.0,0.0,1.0,12343.381000000001,12532.258,1842.793999999998,1,1
0.0,25.0,16.0,0.0,0.0,1.0,12343.381000000001,13606.452,9083.653999999999,1,1
0.0,27.0,14.0,0.0,0.0,1.0,12419.792,16829.032,12759.190999999997,1,1
0.0,49.0,16.0,0.0,0.0,1.0,12504.041000000001,12353.226,56.63500000000022,1,1
0.0,22.0,12.0,0.0,0.0,1.0,12539.308,12532.258,1830.1049999999996,1,1
0.0,28.0,16.0,0.0,0.0,1.0,12572.615,21483.871,10923.238,1,1
0.0,24.0,12.0,1.0,0.0,1.0,12658.823,19693.548,6551.621999999999,1,1
0.0,37.0,17.0,1.0,0.0,1.0,12735.233999999999,1306.9355,-8498.5919,1,1
0.0,22.0,13.0,0.0,0.0,0.0,12735.233999999999,12532.258,4997.484999999999,1,1
0.0,23.0,17.0,0.0,0.0,0.0,12735.233999999999,14322.581,15341.571000000002,1,1
0.0,23.0,12.0,1.0,0.0,0.0,12735.233999999999,14322.581,7952.938,1,1
0.0,26.0,12.0,0.0,0.0,1.0,12735.233999999999,14322.581,2189.804000000002,1,1
0.0,22.0,12.0,0.0,0.0,0.0,12735.233999999999,16112.903,8396.256000000003,1,1
0.0,31.0,14.0,0.0,0.0,1.0,12735.233999999999,17724.194,17114.843,1,1
0.0,31.0,14.0,0.0,0.0,1.0,12735.233999999999,17724.194,17114.843,1,1
0.0,54.0,12.0,0.0,0.0,1.0,12735.233999999999,17894.273999999998,6608.207000000004,1,1
0.0,25.0,16.0,1.0,0.0,1.0,12735.233999999999,18261.29,-2213.820999999998,1,1
0.0,28.0,12.0,1.0,0.0,1.0,12735.233999999999,19693.548,4997.484999999999,1,1
0.0,19.0,13.0,0.0,0.0,1.0,12735.233999999999,19693.548,16080.434,1,1
0.0,26.0,17.0,0.0,0.0,1.0,12735.233999999999,25064.516,13863.844,1,1
0.0,28.0,12.0,0.0,0.0,1.0,12813.605,7161.2903,3441.3870000000006,1,1
